"Raf","Mek","PLCg","PIP2","PIP3","Erk","Akt","PKA","PKC","p38","JNK"
4.26127043353808,3.75419892023458,2.89591193827178,3.06339092202781,2.39789527279837,4.0926765051214,4.59208494643944,7.59160941263049,3.5945687746427,3.8416005411316,2.90690105984738
3.09104245335832,0.405465108108164,2.17247640764703,5.20125565370491,3.78872478908365,2.96010509591084,3.66356164612965,6.46847482237924,2.64617479738412,3.39114704580865,2.02022218201986
3.68135118769314,3.16124671203156,2.94968833505258,3.11794990627824,2.40694510831829,2.90690105984738,3.48737507790321,6.1452580202874,2.39789527279837,3.16968558067743,2.01223279198639
4.25277179881662,3.03974915897077,3.01062088604774,2.9391619220656,1.91102289005487,2.3887627892351,3.23867845216438,6.21560759875528,3.14415227867226,3.8877303128591,4.0926765051214
3.56671182013973,3.1267605359604,2.87356463957978,3.92197333628131,3.16124671203156,3.54961738678043,3.94931879017184,5.73172184334544,2.61739583283408,3.67376581630389,5.28066243130932
3.71843825635548,3.23080439573347,2.60268968544438,4.14472076954717,3.65583960003574,1.72988406550997,2.72129542785223,6.51248799585042,3.35340671782581,3.74478708605223,3.16124671203156
3.83297979808769,2.78501124223834,2.61739583283408,3.08190996979504,2.07944154167984,3.19458313229916,3.90399083373088,7.23164873339649,2.99573227355399,3.66356164612965,3.06339092202781
3.78872478908365,3.39114704580865,2.70805020110221,2.89591193827178,2.61006979274201,2.2060741926132,2.56494935746154,6.43213591095077,3.54095932403731,4.22537282462851,3.35340671782581
4.38701417618492,4.39568296112137,1.59127394180643,5.34472373936219,2.99573227355399,2.39789527279837,3.58351893845611,6.04618944679723,3.31054301339402,3.70868208141012,2.76000994003292
4.04655389838575,2.87919845729804,3.10009228887823,2.92316158071916,2.58021682959233,2.27418561847235,3.15273602236366,6.31445343339191,3.66356164612965,4.10098910494077,2.91235066461494
4.08260930600368,2.99573227355399,1.12167756159911,3.73528582692809,0.99694863489161,2.97552956623647,3.53222564406856,5.78536246164862,3.15273602236366,3.47815842279828,3.05400118167797
3.99452422693989,2.58021682959233,2.43361335540045,2.55722731136763,3.44361809754611,3.03013370027132,3.64805745959368,6.00017648771,3.13549421592915,3.66356164612965,3.06339092202781
4.07414185490458,3.16124671203156,2.96527306606928,4.37701409285034,3.21486780347066,3.60277675506052,3.89589362349826,6.06262174142431,2.72129542785223,3.38099467434464,2.57261223020711
5.07829394257007,3.35340671782581,2.02814824729229,4.74927052996185,2.8094026953625,1.69744878975681,2.55722731136763,7.12407560494822,1.08518926833597,3.45946628978613,4.43081679884331
3.82428409112014,2.29152414563462,2.54160199346455,3.99452422693989,3.3357695763397,1.56653041142282,3.3357695763397,6.39609597446757,3.65583960003574,4.39568296112137,4.93806460126142
4.01096295328305,3.36384159511839,2.18041745901984,2.29152414563462,3.05400118167797,3.66356164612965,4.10098910494077,6.80072670622361,2.58021682959233,3.18635263316264,2.63905732961526
4.4496852831477,3.31054301339402,3.25037449192757,3.87743156065853,3.15273602236366,2.64617479738412,2.68784749378469,5.9826760410749,1.65632149833295,2.24918431626693,3.7796338173824
4.69592454925656,3.78872478908365,2.29958058397375,5.8391871116624,4.10923317471585,3.3178157727231,3.7635229971097,5.76675727381759,2.73436750941958,3.64805745959368,2.90690105984738
3.26575941076705,2.76000994003292,0.405465108108164,4.79164975293071,3.18635263316264,1.16002091679675,2.96527306606928,2.37024374146786,1.69744878975681,3.70868208141012,5.40042258948519
3.93182563272433,3.35340671782581,3.3357695763397,3.38099467434464,2.66025953726586,2.72129542785223,3.23080439573347,5.94672865326659,2.76000994003292,3.02042488614436,2.10413415427021
4.24420031776648,2.90690105984738,2.90690105984738,4.13676527810605,3.16124671203156,1.16627093714192,2.62466859216316,6.33239113407858,1.5993875765806,3.02042488614436,4.65871095291612
4.14472076954717,2.98568193770049,2.19833507162025,3.06339092202781,3.68135118769314,1.60743590976343,3.23080439573347,6.16226161804998,3.17805383034795,3.89589362349826,3.13549421592915
4.22537282462851,3.78872478908365,2.47653840011748,2.98568193770049,2.79116510781272,2.90690105984738,3.66356164612965,7.26787428532342,3.47815842279828,4.2076732475291,3.70130197411249
4.32413265625498,4.06560209335645,1.68824909285839,2.76631910922619,3.22286784613774,3.10906095886099,3.60277675506052,5.45318207710895,3.08190996979504,3.8416005411316,2.86220088092947
3.93963817246112,3.75419892023458,2.08815348228186,4.80811102998478,3.8877303128591,1.91102289005487,3.60277675506052,6.93488394637039,2.56494935746154,3.5055573969864,4.68675017298051
4.38701417618492,3.03974915897077,3.20274644293832,3.13549421592915,3.02042488614436,2.2321626286975,3.20274644293832,6.1452580202874,2.97552956623647,3.56671182013973,1.89461685466776
4.14472076954717,3.10009228887823,3.10906095886099,3.11794990627824,1.46325540225602,3.68135118769314,4.3333614626926,7.17816402276346,2.22354188565359,3.14415227867226,2.50143595173921
3.93963817246112,3.25037449192757,1.92861865194525,4.3425058765116,2.87356463957978,2.25758772706331,2.76631910922619,6.51248799585042,1.64093657949347,3.31054301339402,5.15617759938691
4.32413265625498,3.43398720448515,2.64617479738412,3.94931879017184,3.75419892023458,3.25037449192757,3.58351893845611,6.1452580202874,3.03974915897077,3.78872478908365,2.36085400111802
4.0926765051214,3.25037449192757,2.50143595173921,3.05400118167797,3.34638914516716,1.41585316336144,2.55722731136763,3.40784192438082,2.87356463957978,3.49650756146648,2.39789527279837
5.20125565370491,3.64805745959368,0.405465108108164,5.67846466667191,3.91402100809082,1.92861865194525,2.61006979274201,6.35175793656943,3.06339092202781,3.65583960003574,2.89591193827178
4.25277179881662,3.51452606696916,2.58021682959233,4.21656219494635,0.879626747502564,1.51951320490611,3.3178157727231,6.88089782481225,4.45782959808938,4.7999142627806,3.49650756146648
4.05698877567833,2.97552956623647,2.45100509811232,3.75419892023458,1.96150224381515,1.84530023615608,2.63905732961526,6.30536246169066,3.8155121050473,4.39568296112137,4.27944004589878
4.4224485491728,3.43398720448515,2.66722820658195,2.94968833505258,2.00417905717929,3.17805383034795,3.63758615972639,6.03667688992953,1.95302761682418,2.84490938381941,4.56538931597625
3.58351893845611,3.22286784613774,2.78501124223834,3.58351893845611,2.51769647261099,3.10906095886099,3.83297979808769,5.77610313623583,1.98650354602057,3.16968558067743,2.51769647261099
4.39568296112137,3.34638914516716,2.91235066461494,3.7635229971097,2.87919845729804,1.20597080698861,3.05400118167797,5.23909800688807,3.05400118167797,3.51452606696916,2.89037175789616
4.73180283692146,3.83297979808769,2.42480272571829,5.0401940963378,4.07414185490458,2.61006979274201,3.09104245335832,5.82156551031258,1.78674692740451,3.02042488614436,2.29152414563462
2.24070968927596,2.36085400111802,2.37954613413017,4.49423862528081,3.39785848039664,5.20125565370491,5.8735252492433,7.45674336384248,3.20274644293832,3.75419892023458,3.05400118167797
3.57515068878559,2.68102152871429,2.02814824729229,3.03013370027132,3.48737507790321,2.59525470695687,3.13549421592915,6.36904445172661,3.63758615972639,3.86911550441687,2.29958058397375
3.20274644293832,2.54944517092557,2.58021682959233,4.14472076954717,3.30321697330195,2.26592110862245,2.83321334405622,6.30536246169066,3.26575941076705,4.10098910494077,4.39568296112137
5.10291057020543,3.51452606696916,1.83736998048011,3.37073817417745,2.65324196460721,2.82137888640921,3.20274644293832,5.76675727381759,3.13549421592915,3.58351893845611,2.55722731136763
4.06560209335645,3.3178157727231,2.77258872223978,4.05698877567833,2.99573227355399,3.27336401015227,3.55820113047182,5.94672865326659,1.26694760348732,3.3178157727231,4.36818122785183
4.51195780426591,3.32862668882732,3.70130197411249,4.58292457704077,4.26969744969996,2.43361335540045,2.96527306606928,6.06262174142431,1.5993875765806,3.77045944110636,4.39568296112137
3.66356164612965,2.58021682959233,1.5830939370945,3.14415227867226,3.18635263316264,1.55180879959746,2.42480272571829,6.36043854663373,0.858661619037519,2.06305806242931,1.36863942588117
3.94931879017184,3.61899332664977,2.58021682959233,3.70868208141012,3.10009228887823,2.58021682959233,3.27336401015227,6.5035393902744,1.09861228866811,2.73436750941958,4.18052225846315
3.31054301339402,2.74727091425549,2.94968833505258,3.04452243772342,2.18941639488841,3.03974915897077,3.66356164612965,6.08107670579767,2.50143595173921,3.21486780347066,2.76631910922619
4.03777421073371,3.07269331469012,2.58021682959233,3.07269331469012,4.06560209335645,2.68102152871429,3.01062088604774,6.16226161804998,3.27336401015227,3.69137633431252,4.3333614626926
4.26127043353808,3.58351893845611,2.9391619220656,3.83297979808769,3.87743156065853,2.96010509591084,3.46885603013597,6.03667688992953,2.35137525716348,3.1267605359604,1.96990565461153
4.08260930600368,3.57515068878559,2.54160199346455,2.83321334405622,3.20274644293832,2.9391619220656,3.53222564406856,5.89302447429473,2.82137888640921,3.01062088604774,2.3887627892351
4.24420031776648,3.58351893845611,2.87919845729804,3.92197333628131,3.01062088604774,2.19833507162025,2.94968833505258,5.02058562494942,2.52572864430826,3.45315712059287,3.3357695763397
4.25277179881662,3.8607297110406,3.25809653802148,5.62221082096239,4.3502779363593,3.5055573969864,3.94931879017184,6.68398653227401,3.00071981506503,3.87743156065853,2.82731362192903
4.65871095291612,4.10098910494077,3.02042488614436,3.00071981506503,2.74727091425549,1.99470031322475,3.16124671203156,6.97119945153867,0.774727167552368,3.8877303128591,1.64093657949347
4.13676527810605,3.958906591327,2.64617479738412,3.42426265459315,2.40694510831829,2.69462718077007,3.64805745959368,6.54030823806149,1.94448055624572,3.23867845216438,4.52070102936164
4.32413265625498,3.5234150143864,0.405465108108164,3.46885603013597,0.405465108108164,3.01062088604774,3.3357695763397,6.22554803846053,2.94968833505258,3.45315712059287,2.09679018001445
3.03974915897077,2.74727091425549,2.13888900032326,4.62005879848184,3.5945687746427,2.26592110862245,3.15273602236366,5.99271376650841,2.50143595173921,3.14415227867226,1.99470031322475
3.87743156065853,3.00071981506503,2.89037175789616,3.51452606696916,4.41279829334063,2.91235066461494,3.57515068878559,6.86328078888031,3.13549421592915,3.7796338173824,3.02042488614436
4.10098910494077,3.98527346716774,2.50959926237837,4.35926964755127,2.59525470695687,2.45100509811232,3.64805745959368,7.24957036001385,2.96010509591084,3.39785848039664,2.85070650150373
3.85227300102237,3.3178157727231,2.55722731136763,4.69592454925656,3.10906095886099,3.09104245335832,3.65583960003574,5.33513133967075,2.4423470353692,3.45946628978613,2.52572864430826
3.958906591327,3.08190996979504,3.90399083373088,4.08260930600368,2.42480272571829,4.08260930600368,5.30081424674662,8.02338855198455,2.76000994003292,3.68135118769314,2.78501124223834
3.47815842279828,3.19458313229916,2.74727091425549,2.58021682959233,1.63119940421561,1.97823903617067,2.7408400239252,6.33239113407858,0.405465108108164,4.23410650459726,2.16332302566054
4.54754107315146,3.32862668882732,4.21656219494635,4.93087032562739,3.44361809754611,3.35340671782581,3.8416005411316,6.80959103019491,1.16002091679675,2.01223279198639,4.26969744969996
4.18052225846315,3.16968558067743,2.76000994003292,2.57261223020711,2.25758772706331,3.00071981506503,3.57515068878559,6.69270389756526,1.05431202977153,3.02042488614436,2.12942147398486
5.03370056702725,4.81624115606803,2.52572864430826,3.55820113047182,4.16355963124357,2.2060741926132,3.2846635654062,6.15379595902543,0.405465108108164,2.52572864430826,2.34276688262688
2.84490938381941,2.55722731136763,2.02022218201986,5.46171091345647,3.56671182013973,3.8155121050473,4.18052225846315,7.5194212176742,3.17805383034795,3.60277675506052,3.43398720448515
4.27944004589878,3.25809653802148,2.61006979274201,2.52572864430826,3.7796338173824,2.54160199346455,3.45946628978613,6.48539830320375,2.10413415427021,2.82731362192903,3.90399083373088
3.58351893845611,3.18635263316264,1.22082992139236,1.56024766824333,2.59525470695687,2.60268968544438,3.14415227867226,6.15379595902543,2.1126345090356,3.5234150143864,2.82137888640921
4.43081679884331,4.12713438504509,2.60268968544438,3.55820113047182,2.54944517092557,1.37624402526639,2.99573227355399,5.47855341685097,1.10856261952128,1.16002091679675,1.88706964903238
3.47815842279828,2.2321626286975,2.59525470695687,5.0401940963378,4.04655389838575,2.85070650150373,2.80336038090653,6.0718917962206,2.30856716467159,3.89589362349826,4.00186370942794
3.39785848039664,3.03013370027132,2.10413415427021,4.83230575857184,3.32862668882732,4.49423862528081,5.01396308418893,6.68398653227401,1.16627093714192,2.76631910922619,3.90399083373088
5.7120812774709,5.78536246164862,2.89591193827178,3.26575941076705,2.41591377830105,3.39114704580865,3.65583960003574,5.74779936007298,2.42480272571829,3.61091791264422,2.87356463957978
3.70868208141012,2.83321334405622,2.484906649788,6.22554803846053,4.21656219494635,2.98568193770049,3.40784192438082,6.18105131489335,1.22964055107451,2.76000994003292,4.49423862528081
3.39114704580865,2.76631910922619,2.32532457996354,3.16124671203156,4.26969744969996,1.92861865194525,3.8607297110406,6.32346250333427,3.02042488614436,3.22286784613774,2.10413415427021
3.8416005411316,3.26575941076705,2.58021682959233,3.21486780347066,3.62966009445396,2.85070650150373,3.5945687746427,5.92825847120419,1.78674692740451,3.68135118769314,4.56538931597625
3.96651119071222,3.09104245335832,3.3178157727231,5.04664573161929,4.22537282462851,2.04510886259933,3.19458313229916,6.70991391053015,1.40854497005471,3.23867845216438,4.53903038348355
3.89589362349826,3.61091791264422,2.94968833505258,2.40694510831829,2.66722820658195,1.88706964903238,3.27336401015227,6.91721043775289,2.37024374146786,3.14415227867226,2.76000994003292
4.45782959808938,4.41279829334063,4.79164975293071,5.78536246164862,4.37701409285034,1.96150224381515,2.43361335540045,6.58410054607154,2.53369681395743,3.10906095886099,1.77833644889591
4.3333614626926,3.27336401015227,3.09104245335832,4.17284762371004,3.82428409112014,2.17247640764703,3.36384159511839,6.36904445172661,2.78501124223834,3.61899332664977,2.65324196460721
4.07414185490458,3.10906095886099,2.73436750941958,2.9391619220656,3.42426265459315,1.78674692740451,2.87356463957978,6.89010034374342,2.82137888640921,3.09104245335832,2.77258872223978
4.08260930600368,3.56671182013973,2.62466859216316,4.4224485491728,3.65583960003574,3.13549421592915,3.34638914516716,5.93885459683568,1.95302761682418,2.9391619220656,3.89589362349826
4.72295322164447,3.3357695763397,3.36384159511839,4.22537282462851,3.43398720448515,2.42480272571829,2.84490938381941,6.00017648771,2.90690105984738,3.40784192438082,2.1126345090356
4.2076732475291,3.39114704580865,1.06125650212434,2.43361335540045,3.48737507790321,3.15273602236366,3.48737507790321,5.93885459683568,2.69462718077007,3.44361809754611,2.89591193827178
3.69137633431252,3.19458313229916,1.96150224381515,4.92362391710663,3.03974915897077,3.14415227867226,3.65583960003574,5.74779936007298,2.8094026953625,3.02042488614436,2.39789527279837
3.61091791264422,2.77258872223978,1.11514159061932,2.18041745901984,3.70130197411249,2.79116510781272,3.55820113047182,5.64013244757975,3.08190996979504,3.37073817417745,2.66722820658195
3.65583960003574,3.26575941076705,3.48737507790321,4.0926765051214,4.93087032562739,3.20274644293832,3.61091791264422,5.80362780962592,3.66356164612965,4.22537282462851,2.82137888640921
3.74478708605223,3.08190996979504,2.29152414563462,2.12942147398486,3.49650756146648,2.62466859216316,4.11903717481247,6.75518668033753,1.19694818938897,2.87919845729804,4.17284762371004
4.13676527810605,2.92316158071916,3.23080439573347,4.73180283692146,3.25809653802148,2.86220088092947,3.55820113047182,6.40440167005485,1.56024766824333,2.63905732961526,4.28771595520264
5.12098335126512,4.37701409285034,2.3174737054878,4.71402459090017,3.03013370027132,3.36384159511839,4.49423862528081,7.29471691552574,3.03974915897077,3.39114704580865,2.59525470695687
4.02891675689965,3.37073817417745,3.27336401015227,3.958906591327,4.18052225846315,2.07944154167984,2.89591193827178,5.60396213937399,0.99694863489161,1.5993875765806,2.32532457996354
4.44029554279786,4.27944004589878,2.59525470695687,4.53903038348355,3.61091791264422,2.24070968927596,2.90690105984738,6.80959103019491,2.25758772706331,3.23867845216438,3.75419892023458
4.10923317471585,3.25037449192757,2.97552956623647,3.32862668882732,3.80666248977032,3.80666248977032,4.18052225846315,7.08799132928507,3.06339092202781,3.91402100809082,2.89037175789616
4.05698877567833,3.10906095886099,3.65583960003574,3.66356164612965,4.4042772436087,1.84530023615608,2.59525470695687,5.61495126094959,2.80336038090653,3.09104245335832,2.73436750941958
4.3425058765116,3.5055573969864,3.41772668361337,4.10923317471585,3.91402100809082,1.78674692740451,2.69462718077007,4.47619980469113,2.45100509811232,3.32862668882732,2.07065303564676
4.57471097850338,4.78331637137157,2.77258872223978,4.26969744969996,2.66722820658195,2.99573227355399,3.48737507790321,6.21560759875528,3.93963817246112,4.32413265625498,3.31054301339402
3.66356164612965,2.90690105984738,3.48737507790321,4.74927052996185,4.11903717481247,2.40694510831829,3.08190996979504,6.87264610186857,1.70474809223843,3.03974915897077,3.56671182013973
4.19870457754634,3.85227300102237,2.10413415427021,3.00071981506503,4.3333614626926,2.78501124223834,2.90690105984738,6.25286681053928,2.52572864430826,2.66025953726586,2.73436750941958
4.72295322164447,4.37701409285034,2.06305806242931,2.7408400239252,3.5945687746427,2.40694510831829,3.48737507790321,5.94672865326659,2.73436750941958,3.45315712059287,2.52572864430826
3.8607297110406,3.1267605359604,2.54160199346455,4.29728540621879,3.20274644293832,1.38379123090177,2.47653840011748,5.83041512558957,1.81156209652423,2.66722820658195,4.54754107315146
4.47619980469113,4.01096295328305,3.00071981506503,2.2060741926132,3.23080439573347,2.79116510781272,3.51452606696916,6.63002353738352,3.22286784613774,3.71843825635548,3.23867845216438
4.06560209335645,2.97552956623647,3.15273602236366,2.97552956623647,2.46809953147162,2.96010509591084,4.05698877567833,6.61136876590021,2.21484617868604,2.18041745901984,3.21486780347066
4.52936847257181,3.45315712059287,2.96527306606928,3.1267605359604,3.54961738678043,2.64617479738412,3.39785848039664,5.95454119300338,2.04510886259933,2.89591193827178,2.13888900032326
4.53903038348355,3.38099467434464,2.30856716467159,2.47653840011748,3.16124671203156,3.03974915897077,3.23080439573347,5.76675727381759,1.53471436623816,3.03013370027132,4.80811102998478
4.67749084756772,3.61899332664977,2.80336038090653,3.67376581630389,3.39114704580865,2.96010509591084,3.35340671782581,5.62221082096239,0.845868267577609,3.25809653802148,4.58292457704077
4.39568296112137,4.04655389838575,2.8094026953625,3.3357695763397,1.51072193949494,1.75440368268429,1.8531680973567,6.19746193958722,1.39128190263093,1.80335860507141,3.21486780347066
3.8155121050473,3.25037449192757,0.405465108108164,5.06575459331733,2.54944517092557,2.68784749378469,3.2846635654062,6.2431955552741,1.95302761682418,2.8094026953625,3.53222564406856
3.32862668882732,2.96010509591084,2.3174737054878,2.61739583283408,2.32532457996354,2.94968833505258,4.01096295328305,5.65773853615479,0.867100487683383,3.01062088604774,4.48525988931553
3.46885603013597,3.26575941076705,3.22286784613774,3.57515068878559,3.26575941076705,2.68102152871429,3.26575941076705,5.65073325356639,3.03974915897077,3.36384159511839,3.8877303128591
3.96651119071222,3.5234150143864,2.15524450509534,3.25809653802148,1.82937633279936,3.43398720448515,3.77045944110636,5.72194977861165,3.56671182013973,4.23410650459726,3.03974915897077
4.27944004589878,3.32862668882732,2.2321626286975,2.9338568698359,3.16124671203156,2.68102152871429,3.32862668882732,6.47620283611065,1.46325540225602,3.03013370027132,3.99452422693989
3.80666248977032,3.31054301339402,2.77258872223978,4.47619980469113,2.56494935746154,1.61541998411165,2.80336038090653,5.93885459683568,1.43031124653666,3.49650756146648,4.3502779363593
4.31481788498043,3.32862668882732,2.82731362192903,3.14415227867226,0.916290731874155,1.91102289005487,2.74727091425549,6.12577688471558,2.64617479738412,3.22286784613774,1.95302761682418
3.79773385902602,3.03013370027132,2.66722820658195,2.90690105984738,3.68135118769314,3.1267605359604,3.42426265459315,6.1892902904379,3.43398720448515,3.70130197411249,3.18635263316264
3.77045944110636,3.15273602236366,2.87919845729804,2.90690105984738,3.10906095886099,2.61006979274201,3.61899332664977,6.56596894753716,2.57261223020711,3.21486780347066,4.18965474202643
4.37701409285034,3.29212628660779,0.524728528934982,1.49514876603197,3.73528582692809,2.14710019015365,3.03974915897077,6.23342985266278,1.43031124653666,2.80336038090653,4.15418456257812
4.49423862528081,3.41772668361337,3.8155121050473,3.8607297110406,2.06305806242931,3.9759363311718,4.58292457704077,7.7356518600937,4.25277179881662,4.55597994179732,2.17247640764703
4.15418456257812,3.32862668882732,2.70805020110221,4.39568296112137,3.72569342723665,2.74727091425549,3.65583960003574,6.11699526955519,2.64617479738412,3.5055573969864,2.61006979274201
3.34638914516716,3.05400118167797,3.25037449192757,4.26127043353808,3.75419892023458,2.01223279198639,3.08190996979504,5.74779936007298,3.23080439573347,3.80666248977032,3.16124671203156
4.25277179881662,3.15273602236366,2.98568193770049,2.89037175789616,2.32532457996354,3.05400118167797,3.35340671782581,5.54322240964376,2.60268968544438,3.25037449192757,2.32532457996354
3.38099467434464,2.78501124223834,3.14415227867226,3.64805745959368,3.90399083373088,2.60268968544438,3.17805383034795,6.23342985266278,3.11794990627824,3.99452422693989,3.5945687746427
4.62986279857846,3.44361809754611,2.03731661537916,4.41279829334063,3.90399083373088,3.03013370027132,3.23867845216438,5.8391871116624,1.49514876603197,3.31054301339402,4.47619980469113
4.0926765051214,3.25037449192757,2.73436750941958,4.12713438504509,3.2846635654062,3.13549421592915,3.61091791264422,5.47855341685097,1.17557332980424,2.70805020110221,4.35926964755127
4.50313746042294,3.45946628978613,2.96010509591084,3.13549421592915,2.22354188565359,3.23867845216438,3.63758615972639,6.05561236693173,3.40784192438082,4.10923317471585,3.20274644293832
5.30081424674662,3.51452606696916,2.99573227355399,4.03777421073371,2.8094026953625,3.10009228887823,3.58351893845611,5.72194977861165,1.56024766824333,2.68784749378469,4.56538931597625
4.13676527810605,2.92316158071916,2.73436750941958,5.00729639283074,4.13676527810605,1.60743590976343,3.05400118167797,6.54893517869702,3.79773385902602,4.83230575857184,4.05698877567833
3.8416005411316,3.18635263316264,2.91235066461494,5.62221082096239,3.73528582692809,2.7408400239252,2.99573227355399,5.81263687956828,2.84490938381941,3.46885603013597,2.50959926237837
5.00729639283074,4.4496852831477,2.18941639488841,2.13888900032326,2.90690105984738,3.39114704580865,4.24420031776648,7.09713520014354,3.29212628660779,3.85227300102237,3.41772668361337
2.24070968927596,2.77258872223978,2.12942147398486,5.03370056702725,2.80336038090653,3.70868208141012,4.12713438504509,7.36676115401833,2.54160199346455,3.26575941076705,2.52572864430826
4.69592454925656,3.70130197411249,2.33408376005342,3.21486780347066,4.29728540621879,2.54944517092557,3.16124671203156,6.1892902904379,2.91235066461494,3.44361809754611,2.74727091425549
4.27944004589878,3.77045944110636,3.45315712059287,3.19458313229916,2.39789527279837,2.15524450509534,3.56671182013973,7.85224466521497,0.405465108108164,3.5234150143864,0.412109650826833
4.23410650459726,3.21486780347066,2.82137888640921,3.87743156065853,2.66722820658195,1.86252854011626,2.87356463957978,6.47620283611065,2.94968833505258,3.66356164612965,2.90690105984738
4.38701417618492,3.79773385902602,1.5993875765806,4.50313746042294,3.35340671782581,3.68135118769314,4.4224485491728,6.44968022060168,3.03974915897077,3.94931879017184,3.5945687746427
4.4496852831477,3.56671182013973,0.405465108108164,5.78536246164862,3.17805383034795,3.79773385902602,4.46705688385846,6.68398653227401,3.19458313229916,3.74478708605223,2.84490938381941
5.28066243130932,5.09681299033731,1.47017584510059,5.74139933822751,4.10098910494077,3.15273602236366,3.25037449192757,6.15379595902543,0.974559639998131,1.96150224381515,1.19694818938897
3.66356164612965,2.87919845729804,3.26575941076705,3.29212628660779,2.43361335540045,3.39785848039664,3.7635229971097,5.77610313623583,3.16968558067743,3.63758615972639,2.98568193770049
4.17284762371004,3.93963817246112,2.58021682959233,2.55722731136763,1.28370777234479,3.13549421592915,3.41772668361337,6.35175793656943,3.23867845216438,4.01096295328305,3.06339092202781
